text,sentiment
I completely loathe this.,negative
The report contains five sections.,neutral
I absolutely enjoy this.,positive
I'm dealing with a useless tragedy,negative
I dislike having to do this.,negative
The whole thing was a terrible experience,negative
I completely can't stand this.,negative
Please review the attached report,neutral
Please review the attached item,neutral
This is absolutely worst,negative
The event is scheduled for tomorrow.,neutral
The company is based in new york.,neutral
I'm dealing with a depressing pain,negative
My day was filled with treasure,positive
I feel very useless,negative
I completely despise this.,negative
The whole thing is a total failure,negative
She is driving the car,neutral
My day was filled with success,positive
It's a perfect day today.,positive
My day was filled with joy,positive
That have made of wood,neutral
The experience makes me happy,positive
This is truly awesome,positive
The car do on the table,neutral
The news was quite disappointing,negative
I can't believe how disappointing this is.,negative
I can't believe how unhappy this is.,negative
The whole thing was a complete disaster,negative
The movie was abysmal,negative
I loathe having to do this.,negative
I can't believe how miserable this is.,negative
This is absolutely dreadful,negative
The product did on the desk.,neutral
What a satisfied opportunity,positive
The movie was unhappy,negative
I refuse having to do this.,negative
The event is scheduled for tomorrow.,neutral
I completely dislike this.,negative
The company is based in new york.,neutral
The performance was satisfied,positive
This situation is a total scam,negative
The report contains five sections.,neutral
Everything about this is just content,positive
I hate having to do this.,negative
This is a factual statement.,neutral
I refuse having to do this.,negative
I completely loathe this.,negative
The event is scheduled for tomorrow.,neutral
I completely regret this.,negative
What a ecstatic joy,positive
It's a useless day for me.,negative
Everything about this is just superb,positive
It's a content day today.,positive
It's a depressing day for me.,negative
I absolutely recommend this.,positive
It's a happy day today.,positive
I absolutely praise this.,positive
I'm dealing with a awful nightmare,negative
I wholeheartedly recommend this product.,positive
I can't believe how horrible this is.,negative
The product specifications are in the car,neutral
The object is rectangular.,neutral
I wholeheartedly adore this product.,positive
What a awesome treasure,positive
The movie was annoying,negative
The water was on the desk.,neutral
The product specifications are in the document,neutral
I completely loathe this.,negative
She is going to the office,neutral
The food tastes ecstatic,positive
I wholeheartedly love this product.,positive
My day was filled with bliss,positive
What a disappointing situation.,negative
The whole thing is not worth it,negative
She is using the system,neutral
My day was filled with joy,positive
The event is scheduled for tomorrow.,neutral
The service was annoying,negative
This is a factual statement.,neutral
Please review the attached computer,neutral
The experience exceeded all expectations,positive
This is absolutely worst,negative
The event is scheduled for tomorrow.,neutral
This is absolutely depressing,negative
This is a factual statement.,neutral
The performance was fantastic,positive
The object is rectangular.,neutral
This is truly fantastic,positive
It's a depressing day for me.,negative
I feel so content,positive
What a terrible situation.,negative
I feel very annoying,negative
Everything about this is just fantastic,positive
It's a terrible day for me.,negative
The movie was unhappy,negative
What a annoying situation.,negative
This is a factual statement.,neutral
She is going to the office,neutral
The object is rectangular.,neutral
It's a fantastic day today.,positive
The experience is my favorite,positive
I despise having to do this.,negative
The experience is the best,positive
The service was annoying,negative
I feel very miserable,negative
It's a amazing day today.,positive
The car is blue,neutral
I wholeheartedly enjoy this product.,positive
The report contains five sections.,neutral
